PermitNum,AppliedDate,PermitType,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,Description
BP2022-16480,2022/09/27,Commercial / Multi Family Project,5203 - Lab,Institutional,Non-Residential,New,F2 LAB - Move and repurpose exiting building - Calgary Product Quality Lab Trailer
BP2022-18623,2022/11/08,Commercial / Multi Family Project,6306 - Parks,Government,Non-Residential,New,Open air pergola in a public space
BP2023-06906,2023/05/12,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,
BP2023-01437,2023/02/06,Commercial / Multi Family Project,2382 - Water Pumping Station,Industrial,Non-Residential,New,Cornerbrook Phase 2 Storm Pond - Irrigation Pumphouse
BP2023-01474,2023/02/06,Commercial / Multi Family Project,3203 - Warehouse,Commercial,Non-Residential,New,Warehouse - New Building - Starfield Industrial Building 4
BP2023-13086,2023/08/09,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,"Installation of 1 modular classroom, Group A2"
BP2022-12440,2022/07/18,Commercial / Multi Family Project,3203 - Warehouse,Commercial,Non-Residential,New,Bucci Sunridge Building A
BP2023-08236,2023/05/31,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,"Installation of 1 modular classroom, Group A2"
BP2023-03821,2023/03/24,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,Engineered Air Warehouse & Offices
BP2023-08243,2023/05/31,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,"Installation of 1 modular classroom, Group A2"
BP2022-13321,2022/08/03,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,"New Industrial Building (Building B), Group F2"
BP2023-08942,2023/06/09,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,"New, F2, Warehouse, Base Building only"
BP2023-08947,2023/06/09,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,"New, F2, Warehouse, Base Building only"
BP2023-08949,2023/06/09,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,"New, F2, Warehouse, Base Building only"
BP2019-14396,2019/10/21,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Seton North Retail Bldg. 01
BP2023-03661,2023/03/22,Commercial / Multi Family Project,3108 - Liquor Store,Commercial,Non-Residential,New,Liquor Store - New Building - Horizon 48 - Building 'B' (C.R.U.)
BP2023-11350,2023/07/14,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Group A2 Assembly 3.2.2.28.
BP2023-11555,2023/07/18,Commercial / Multi Family Project,5115 - University Of Calgary,Institutional,Non-Residential,New,
BP2023-09120,2023/06/13,Commercial / Multi Family Project,6105 - Public Works,Government,Non-Residential,New,Fish Creek West Sub-Trunk - Odour Control Building
BP2023-09177,2023/06/13,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,
BP2023-09181,2023/06/13,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,Portable Classroom - Relocation of two portable classrooms - All Saints Portable Addition
BP2023-11745,2023/07/21,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,
BP2023-09485,2023/06/16,Commercial / Multi Family Project,3303 - Gas Bar,Commercial,Non-Residential,New,
BP2021-18753,2021/10/29,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New Commercial Building
BP2023-02324,2023/02/25,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New Building - Commercial Strip Mall
BP2023-12045,2023/07/26,Commercial / Multi Family Project,4002 - Vacant,General,Non-Residential,New,
BP2019-15623,2019/11/18,Commercial / Multi Family Project,3613 - Restaurant - Licensed,Commercial,Non-Residential,New,Cactus Club - Crowfoot Crossing
BP2004-06925,2004/06/01,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,6 TENTS
BP2005-05932,2005/05/03,Commercial / Multi Family Project,3611 - Restaurant/Drinking Establishment,Commercial,Non-Residential,New,"TEMPORARY TENT (MAY 13, 2005 12:00PM - 6:00PM)"
BP2005-19539,2005/12/23,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New Building
BP2006-09361,2006/06/01,Commercial / Multi Family Project,3599 - Recreation Misc.,Commercial,Non-Residential,New,Six Tents
BP2008-06403,2008/05/23,Commercial / Multi Family Project,7003 - Public / Private Retaining Wall,Retaining Wall,Non-Residential,New,RETAINING WALL
BP2010-08996,2010/07/08,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,TEMPORARY BUILDING
BP2013-15811,2013/10/21,Commercial / Multi Family Project,4002 - Vacant,General,Non-Residential,New,
BP1999-07981,1999/07/05,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,new  shopping centre
BP2022-18983,2022/11/17,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,New 1 Storey Building
BP2000-00417,2000/01/19,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Garden Tent
BP2019-16088,2019/11/27,Commercial / Multi Family Project,3608 - Restaurant,Commercial,Non-Residential,New,Cityscape Commercial Development - Building H: 1 storey restaurant building
BP2022-18072,2022/10/26,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Factory Built Building - Portable
BP2017-08730,2017/07/12,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP1999-09352,1999/08/09,Commercial / Multi Family Project,3203 - Warehouse,Commercial,Non-Residential,New,new warehouse
BP1999-07999,1999/07/05,Commercial / Multi Family Project,3401 - Bank,Commercial,Non-Residential,New,New Bank
BP1999-11646,1999/10/05,Commercial / Multi Family Project,3303 - Gas Bar,Commercial,Non-Residential,New,NEW GAS BAR
BP1999-10435,1999/09/02,Commercial / Multi Family Project,2379 - Indust/Communication Misc.,Industrial,Non-Residential,New,Communications Tower
BP1999-07966,1999/07/02,Commercial / Multi Family Project,2379 - Indust/Communication Misc.,Industrial,Non-Residential,New,COMMUNICATION ANTENNA AND SHELTER /AN99-0016
BP1999-14261,1999/12/21,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Garden Tent
BP1999-07784,1999/06/29,Commercial / Multi Family Project,3303 - Gas Bar,Commercial,Non-Residential,New,"New commercial building - Gas bar, convenience store, car wash."
BP2022-18193,2022/10/28,Commercial / Multi Family Project,3107 - Shopping Centre,Commercial,Non-Residential,New,Rundlehorn Professional Centre
BP1999-10057,1999/08/25,Commercial / Multi Family Project,3203 - Warehouse,Commercial,Non-Residential,New,New Commercial
BP1999-10740,1999/09/13,Commercial / Multi Family Project,3401 - Bank,Commercial,Non-Residential,New,new bank
BP2000-01373,2000/02/17,Commercial / Multi Family Project,3608 - Restaurant,Commercial,Non-Residential,New,NEW REATAURANT AND USE PERMIT
BP2000-01035,2000/02/04,Commercial / Multi Family Project,3603 - Cafe,Commercial,Non-Residential,New,New Commercial Building
BP2000-01477,2000/02/22,Commercial / Multi Family Project,2115 - Machine Shop,Industrial,Non-Residential,New,new office and shop building
BP1999-10994,1999/09/17,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,new building - shell only
BP1999-10570,1999/09/08,Commercial / Multi Family Project,3401 - Bank,Commercial,Non-Residential,New,New bank
BP1999-11275,1999/09/24,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,Temporary Trailer
BP2022-00525,2022/01/13,Commercial / Multi Family Project,2507 - Veterinary Clinic,Industrial,Non-Residential,New,New Veterinarian building
BP1999-11579,1999/10/01,Commercial / Multi Family Project,3608 - Restaurant,Commercial,Non-Residential,New,New commercial building
BP1999-09640,1999/08/16,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,TWO NEW PORTABLE CLASSROOMS
BP2022-18070,2022/10/26,Commercial / Multi Family Project,3401 - Bank,Commercial,Non-Residential,New,
BP1999-08399,1999/07/14,Commercial / Multi Family Project,2199 - Indust/Manufacture Misc.,Industrial,Non-Residential,New,New Shells of buildings
BP2022-04288,2022/03/22,Commercial / Multi Family Project,3510 - Recreation Facility,Commercial,Non-Residential,New,Community Storage Building
BP1999-14022,1999/12/10,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New Retail Store
BP1999-08556,1999/07/19,Commercial / Multi Family Project,3510 - Recreation Facility,Commercial,Non-Residential,New,Insustrial Building - Maintenance Storage Shed
BP2019-13100,2019/09/24,Commercial / Multi Family Project,3203 - Warehouse,Commercial,Non-Residential,New,New - F2/D Shell Building - Stone Gate Industrial Park
BP1999-08659,1999/07/21,Commercial / Multi Family Project,3107 - Shopping Centre,Commercial,Non-Residential,New,"New Loading Dock, Facade Renovations, Relocation of Entrance & Signage, and Interior Partitioning."
BP1999-14039,1999/12/13,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,new
BP2019-16097,2019/11/28,Commercial / Multi Family Project,3203 - Warehouse,Commercial,Non-Residential,New,"New 1-storey building, Group F2"
BP2000-01423,2000/02/18,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,Temporary Garden Centre Tent
BP2000-00702,2000/01/27,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,New Commercial Building
BP1999-08013,1999/07/05,Commercial / Multi Family Project,3508 - Exhibition Building,Commercial,Non-Residential,New,"TEMPORARY TENT, 1 DAY"
BP1999-08849,1999/07/26,Commercial / Multi Family Project,3506 - Clubhouse,Commercial,Non-Residential,New,
BP2004-15147,2004/11/12,Commercial / Multi Family Project,2203 - Tower,Industrial,Non-Residential,New,New Communication Tower
BP2000-00257,2000/01/13,Commercial / Multi Family Project,"3403 - Office, Medical",Commercial,Non-Residential,New,new office building
BP1999-10114,1999/08/26,Commercial / Multi Family Project,3510 - Recreation Facility,Commercial,Non-Residential,New,new baseball diamond and concession/pressbox
BP2000-00116,2000/01/07,Commercial / Multi Family Project,2379 - Indust/Communication Misc.,Industrial,Non-Residential,New,New communication tower - shelter
BP2015-10434,2015/08/13,Commercial / Multi Family Project,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent - Burn Your Maps Remington Lot
BP2000-01390,2000/02/18,Commercial / Multi Family Project,2115 - Machine Shop,Industrial,Non-Residential,New,New Building and Partial
BP1999-11778,1999/10/07,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,New warehouse/office
BP1999-07941,1999/07/02,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,NEW OFFICE/WAREHOUSE -- BUILDING F
BP1999-10564,1999/09/08,Commercial / Multi Family Project,3203 - Warehouse,Commercial,Non-Residential,New,new office/whse building
BP1999-09497,1999/08/11,Commercial / Multi Family Project,3513 - Theatre,Commercial,Non-Residential,New,Theatre
BP2022-07680,2022/05/09,Commercial / Multi Family Project,5107 - Museum,Institutional,Non-Residential,New,SAM Centre Museum - Calgary Stampede
BP2006-09746,2006/06/09,Commercial / Multi Family Project,2379 - Indust/Communication Misc.,Industrial,Non-Residential,New,New
BP2021-13463,2021/07/30,Commercial / Multi Family Project,3107 - Shopping Centre,Commercial,Non-Residential,New,New Seton Crossing - Building 2
BP2013-17923,2013/12/02,Commercial / Multi Family Project,4002 - Vacant,General,Non-Residential,New,
BP2000-00224,2000/01/11,Commercial / Multi Family Project,5199 - Education Misc.,Institutional,Non-Residential,New,"New Rec, Ed, and Library"
BP2011-05344,2011/05/16,Commercial / Multi Family Project,3203 - Warehouse,Commercial,Non-Residential,New,New
BP2022-14534,2022/08/24,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,"New Commercial Building, Group E"
BP2017-12385,2017/09/15,Commercial / Multi Family Project,5201 - Hospital,Institutional,Non-Residential,New,New Calgary Cancer Center: 13 storey building c/w 5 levels below grade
BP1999-11026,1999/09/20,Commercial / Multi Family Project,2498 - Engineer/Communication Misc.,Industrial,Non-Residential,New,New building
BP2022-09583,2022/06/03,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,"New 3 storey building - Bluebird Self Storage Facility, Group F2"
BP1999-09647,1999/08/16,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,ONE NEW PORTABLE CLASS ROOM
BP2020-02099,2020/02/21,Commercial / Multi Family Project,5115 - University Of Calgary,Institutional,Non-Residential,New,University of Calgary Mathison Hall - Haskayne School of Business Building: 4 storey academic building
BP2000-01255,2000/02/14,Commercial / Multi Family Project,3510 - Recreation Facility,Commercial,Non-Residential,New,Temporary tents on Eau Claire and Prince's Island(3 tents)
BP2000-01215,2000/02/11,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,New Office Complex
BP1999-11051,1999/09/20,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,NEW COMMERCIAL
BP1999-10087,1999/08/26,Commercial / Multi Family Project,5199 - Education Misc.,Institutional,Non-Residential,New,NEW MEMORIAL STRUCTURE
BP2019-16176,2019/11/28,Commercial / Multi Family Project,5401 - Church,Institutional,Non-Residential,New,"New Group A , Division 2 Assembly Occupancy"
BP1999-13813,1999/12/03,Commercial / Multi Family Project,2124 - Laboratory,Industrial,Non-Residential,New,New Generator
BP2022-19487,2022/11/29,Commercial / Multi Family Project,3203 - Warehouse,Commercial,Non-Residential,New,New Building (shop & office)
BP1999-13238,1999/11/17,Commercial / Multi Family Project,3106 - Retail Shop,Commercial,Non-Residential,New,new commercial
BP2000-00113,2000/01/06,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,new industrial building
BP1999-08851,1999/07/26,Commercial / Multi Family Project,3401 - Bank,Commercial,Non-Residential,New,new bank building (shell only)
BP1999-12698,1999/11/02,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,Portable Classroom
BP1999-10883,1999/09/16,Commercial / Multi Family Project,5303 - Special Care Facility,Institutional,Non-Residential,New,new special care facility building
BP1999-10293,1999/08/31,Commercial / Multi Family Project,3204 - Warehouse/Office,Commercial,Non-Residential,New,NEW OFFICE / SHOP
BP2022-10915,2022/06/22,Commercial / Multi Family Project,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,Desna Controls Calgary - Storage Garage Fabric Covered Building
BP1999-08727,1999/07/22,Commercial / Multi Family Project,3402 - Office,Commercial,Non-Residential,New,NEW OFFICE
BP1999-10262,1999/08/30,Commercial / Multi Family Project,3305 - Service Station,Commercial,Non-Residential,New,NEW BUILDING
BP2012-13929,2012/10/04,Commercial / Multi Family Project,"5111 - School, Separate",Institutional,Non-Residential,New,SCHOOL PORTABLE
